Latin_Name,Common_Name,Family_Name,Former_Latin_Name,Plant_Type,Bloom_Time,Flower_Color,Size_at_Maturity,Climate_Appropriate_Plants,Plant_Communities,Suitable_Site_Conditions,Soil_Type,Pruning_Needs,Water_Needs,Habitat_Value,Associated_Wildlife,Stormwater_Benefit,Stormwater_int,Appropriate_Location,Suggested_Green_Connection_Routes,Street_Tree_List,Additional_Characteristices_Notes,Nurseries,PhotoCredit01,PhotoCredit02,PhotoCredit03,PhotoCredit04,Additional_Species_Cultivars_Varieties,Special_List,Habitat,Habitat_int,Thrifty150,Thrifty150_int,Sidewalk_Landscaping_Plants,Sidewalk_Landscaping_Plants_int,Super60,Super60_int,Top20,Top20_int,Shady_Clay,Shady_Clay_int,Sandy_Soil,Sandy_Soil_int
Ceanothus griseus horizontalis,Carmel creeper,Rhamnaceae,,Shrub (evergreen),Spring;Winter,Blue,1-3 ft,CA Native,,Sun;Part Shade,Sand;Loam,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2013 Peggy A. Lopipero-Langmo,©2013 Peggy A. Lopipero-Langmo,,,,,Yes,1,,,Yes,1,,,,,,,,
Ceanothus thyrsiflorus repens,Low Blue Blossom,Rhamnaceae,,Shrub (evergreen),,Blue,1-3 ft,CA Native,,Sun;Part Shade,Clay;loam;Sand,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2013 John Rusk,©2015 John Rusk,,,,,Yes,1,,,Yes,1,,,,,,,,
Cistus 'Sunset',Magenta rockrose,Cistaceae,,Shrub (evergreen),Spring;Summer,Magenta,1-3 ft,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2014 Leonora (Ellie) Enking,©2010 Leonora (Ellie) Enking,,,,,,,,,Yes,1,,,,,,,,
Clivia miniata,Orange Clivia,Amaryllidaceae,,Perennial,Spring;Summer;Fall;Winter,Yellow;orange,1-3 ft,Exotic,,Part shade;Shade,,,,,,,,Garden;Potted Plant;Sidewalk,NA,NA,,,©2014 Zoya Akulova,©2014 Zoya Akulova,,,,,,,,,Yes,1,,,,,,,,
Convolvulus cneorum,Bush morninglory,Convolvulacea,,Shrub (evergreen),Spring;Summer;Fall,White,1-3 ft,Exotic,,Sun;Part Shade,Sand;Loam,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2005 Eric Hunt,©2003 Peganum,,,,,,,,,Yes,1,,,,,,,,
Coprosma petriei  'Verde Vista',Creeping coprosma,Rubiaceae,,Shrub (evergreen),,,1-3 ft,Exotic,,Sun;Part Shade,,,None,,,,,Sidewalk;Garden,NA,NA,,,www.contracosta.watersavingplants.com,©2013 Daderot,,,,,,,,,Yes,1,,,,,,,,
Cordyline 'Electric Pink',Electric Pink Grass Tree,Dracaenaceae,,Perennial,Spring,White,4-6 ft,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2012 FarOutFlora,©2015 Mr&Mrs Stickyfingers,,,,,,,,,Yes,1,,,,,,,,
Correa 'Dusky Bells',Australian fuschia,Rutaceae,,Shrub (evergreen),Spring,Pink;Red,1-3 ft,Exotic,,Sun;Part Shade;Shade,Sand;Loam,,Low,,Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2015 Jim Hoffman,©2009 Percita,,,,,Yes,1,,,Yes,1,,,,,,,,
Correa 'Ivory Bells',Australian fuschia,Rutaceae,,Shrub (evergreen),Spring,White,1-3 ft,Exotic,,Sun;Part Shade,Sand;Loam,,Low,,Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2004 The Ruth Bancroft Garden,©2008 James Gaither,,,,,Yes,1,,,Yes,1,,,,,,,,
Cotoneaster dammeri 'LowFast',Bearberry Cotoneaster,Rosaceae,,Shrub (evergreen),Spring,White,< 1 ft,Exotic,,Sun;Part Shade;Shade,,,Low,Pollinator,,,,Sidewalk;Garden,NA,NA,,,©2009 Andrey Zharkikh,©2009 Andrey Zharkikh,,,,,Yes,1,,,Yes,1,,,,,,,,
Crassula ovata,Jade Plant,Crassulaceae,,Succulent,Spring;Winter,White,< 1 ft,Exotic,,Sun;Part Shade,Sand;Loam,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2013 Zoya Akulova,©2013 Zoya Akulova,,,,,,,,,Yes,1,,,,,,,,
Crassula multicava,Cape Province Pygmyweed,Crassulaceae,,Succulent,Winter,Pink;White,< 1 ft,Exotic,,Sun;Part Shade;Shade,Sand;Loam,,Low,,,,,Sidewalk;Garden,NA,NA,,,"©2012 Dean Wm. Taylor, Ph.D.","©2012 Dean Wm. Taylor, Ph.D.",,,,,,,,,Yes,1,,,,,,,,
Cyclamen hederifolium,Persian Violet,Primulaceae,,Perennial,Summer;Fall,Pink,< 1 ft,Exotic,,Sun;Part Shade;Shade,,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2005 Luigi Rignanese,©2005 Luigi Rignanese,,,,,,,,,Yes,1,,,,,,,,
Dianella tasmanica variegata,Flax Lily,Phormiaceae,,Grass,Spring,Blue,1-3 ft,Exotic,,Sun,,,,,,,,Sidewalk;Garden,NA,NA,,,©2008 Richard Parker,©2013 Allison Duell,,,,,,,,,Yes,1,,,,,,,,
Dietes bicolor,Fortnight Lily,Iridaceae,,Perennial,Spring;Fall,Yellow,1-3 ft,Exotic,,Sun;Part Shade,Sand;Loam,,Low;Moderate,,,,,Sidewalk;Garden,NA,NA,,,©2012 Zoya Akulova,©2006 Nathan Gibbs,,,,,,,,,Yes,1,,,,,,,,
Dietes iridioides,African Iris,Iridaceae,,Perennial,Spring;Fall,Yellow,1-3 ft,Exotic,,Sun;Part Shade,,,,,,,,Sidewalk;Garden,NA,NA,,,©2012 Alpha,©2010 Erick Lux,,,,,,,,,Yes,1,,,,,,,,
Distictis buccinatoria,Blood Red Trumpet Vine,Bignoniaceae,,Vine,Summer,Red,13-24 ft,Exotic,,Sun,,,,Cover;Nesting,Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2010 Bri Weldon,©2005 Bri Weldon,,,,,Yes,1,,,Yes,1,,,,,,,,
Drosanthemum floribundum,Rosea Ice Plant,Aizoaceae,,Perennial,Spring;Summer,Pink,< 1 ft,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2015 Zoya Akulova,©2015 Zoya Akulova,,,,,,,,,Yes,1,,,,,,,,
Dryas octopetala,Mountain Dryad,Rosaceae,,Perennial,Spring;Summer,White,1-3 ft,Exotic,,Sun,Sand;Loam,,Low,Pollinator,Butterflies;bees;birds,,,Sidewalk;Garden,NA,NA,,,©2015 Barry Breckling,©2015 Barry Breckling,,,,,,,,,Yes,1,,,,,,,,
Echeveria agavoides 'Maria',Wax Agave,Crassulaceae,,Succulent,Spring;Summer,Yellow;red,< 1 ft,Exotic,,Sun;Part Shade,,,Low,,,,,Garden;Sidewalk;Roof,NA,NA,,,©2012 JD_Succulent,©2014 Zoya Akulova,,,,,,,,,Yes,1,,,,,,,,
Echeveria 'Blue Bedder',,Crassulaceae,,Succulent,Spring;Winter,Orange,< 1 ft,Exotic,,Sun;Part Shade,,,Low,,,,,Sidewalk;Garden,NA,NA,,,www.smgrowers.com,www.budgetplants.com/shrubs,,,,,,,,,Yes,1,,,,,,,,
Echeveria harmsii,Echeveria,Crassulaceae,,Succulent,Spring;Summer;Fall;Winter,Orange,< 1 ft,Exotic,,Sun;Part Shade,,,Low,,Butterflies;bees;birds,,,Sidewalk;Garden,NA,NA,,,©2012 Zoya Akulova,©2012 Zoya Akulova,,,,,,,,,Yes,1,,,,,,,,
Echeveria imbricata,Hens and Chicks,Crassulaceae,,Succulent,Spring;Summer,red;yellow,< 1 ft,Exotic,,Sun;Part Shade,,,Low,,,,,Garden;Sidewalk;Roof,NA,NA,,,©2012 Zoya Akulova,©2005 LynnK827,,,,,,,,,Yes,1,,,,,,,,
Echeveria juarezensis,Juareze Hens and Chicks,Crassulaceae,,Succulent,summer,Pink,< 1 ft,Exotic,,Sun;Part Shade,,,Low,,,,,Sidewalk;Garden,NA,NA,,,www.smgrowers.com,,,,,,,,,,Yes,1,,,,,,,,
Elymus magellanicus,"Blue Wheatgrass, Magellan Wheatgrass",Poaceae,,Grass,Spring;Summer,Blue,1-3 ft,Exotic,,Sun;Part Shade,Sand;Loam,,Low,,Butterflies,,,Sidewalk;Garden,NA,NA,,,©2015 Matt Lavin,©2015 Matt Lavin,,,,,,,,,Yes,1,,,,,,,,
Epilobium septentrionale,Humboldt County Fuchsia,Onagraceae,,Perennial,Summer,Red,< 1 ft,CA Native,,Sun;Part Shade,Sand;Loam,,Low,,Hummingbirds,,,Sidewalk;Garden,NA,NA,,,"© BLM,Arcata Field Office","© BLM,Arcata Field Office",,,,,Yes,1,,,Yes,1,,,,,,,,
Eriogonum grande rubescens  ,Red buckwheat,Polygonaceae,,Perennial,Summer;Fall,Pink,< 1 ft,CA Native,,Sun,Sand;Loam;Clay,,None,Pollinator,Butterflies;Bees,,,Sidewalk;Garden,NA,NA,,,©2011 FarOutFlora,©2011 Mathesont,,,,,Yes,1,,,Yes,1,,,,,,,,
Euphorbia amygdaloides,wood spurge,Euphorbiaceae,,Perennial,Spring;Summer,Yellow,1-3 ft,Exotic,,Part Shade,,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2013 Dean Morley,©2011 Manuel,,,,,,,,,Yes,1,,,,,,,,
Euphorbia x. martinii,,Euphorbiaceae,,Perennial,Spring,Green,1-3 ft,Exotic,,Sun;Part Shade,,,Moderate,,,,,Sidewalk;Garden,NA,NA,,,©2013 FarOutFlora,©2010 emily jmat,,,,,,,,,Yes,1,,,,,,,,
Graptosedum 'Vera Higgins',,Crassulaceae,,Succulent,Spring;Summer,Yellow,1-3 ft,Exotic,,Sun;Part Shade,,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2010 Megan Hansen,©2010 Stephen Boisvert,,,,,,,,,Yes,1,,,,,,,,
Graptoveria 'Fred Ives',,Crassulaceae,,Succulent,Summer,Yellow,1-3 ft,Exotic,,Sun;Part Shade,,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2015 Rosa Say,©2015 Rosa Say,,,,,,,,,Yes,1,,,,,,,,
Graptoveria 'Debbi',,Crassulaceae,,Succulent,Spring;Summer;Winter,Magenta,< 1 ft,Exotic,,Sun;Part Shade,,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2016 Salchuiwt,©2016 Salchuiwt,,,,,,,,,Yes,1,,,,,,,,
Grevillea lanigera 'Coastal Gem',,Proteaceae,,Shrub (evergreen),Spring;Summer;Fall;Winter,Pink;White,< 1 ft,Exotic,,Sun;Part Shade,Sand;Loam,,Low,Pollinator,Birds,,,Sidewalk;Garden,NA,NA,,,©2011 FarOutFlora,©2011 FarOutFlora,,,,,Yes,1,,,Yes,1,,,,,,,,
Grevillea 'Magic Lantern',,Proteaceae,,Shrub (evergreen),Spring;Fall,Red,1-3 ft,Exotic,,Sun;Part Shade,Sand,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2013 MomentsforZen,,,,,,,,,,Yes,1,,,,,,,,
Hardenbergia violacea,Lilac Vine,Fabaceae,,Vine,Spring;Winter,Purple,7-12 ft,Exotic,,Sun;Part Shade,,,Low,Cover;Nesting,Bees,,,Sidewalk;Garden,NA,NA,,,©2016 Clare Snow,©2010 Brent Miller,,,,,Yes,1,,,Yes,1,,,,,,,,
Helleborus orientalis,Lenten Rose,Ranunculaceae,,Perennial,Spring,White;pink,1-3 ft,Exotic,,Sun;Part Shade,,,Low;Moderate,,,,,Sidewalk;Garden,NA,NA,,,©2013 Zoya Akulova,©2014 Zoya Akulova,,,,,,,,,Yes,1,,,,,,,,
Helianthemum 'Apricot',Apricot Sunrose,Cistaceae,,Shrub (evergreen),Spring,Orange,< 1 ft,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,NA,NA,,,www.smgrowers.com,www.smgrowers.com,,,,,,,,,Yes,1,,,,,,,,
Helianthemum 'Belgravia Rose',,Cistaceae,,Shrub (evergreen),Spring,Purple;pink,< 1 ft,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,NA,NA,,,www.smgrowers.com,www.diggingdog.com,,,,,,,,,Yes,1,,,,,,,,
Heuchera maxima,Island Alum Root,Saxifragaceae,,Perennial,Spring;Summer,White,1-3 ft,CA Native,coastal scrub;chaparral,Part shade;Shade,Sand;Loam,,Low,Pollinator,Hummingbirds,,,Sidewalk;Roof,NA,NA,,,©2014 Steve Matson,©2013 Gary A. Monroe,,,,,Yes,1,,,Yes,1,,,,,,,,
Heuchera 'Santa Ana Cardinal',Coral Bell hybrids,Saxifragaceae,,Perennial,Spring;Summer,Pink,1-3 ft,CA Native,,Part shade;Shade,,,None,Pollinator,Hummingbirds,,,Sidewalk;Garden,NA,NA,,,www.smgrowers.com,,,,'Wendy',,Yes,1,,,Yes,1,,,,,,,,
Heuchera sanguinea ,Coral Bells,Saxifragaceae,,Perennial,Summer,Red;Oink,1-3 ft,Exotic,,Part shade;Shade,Rock,,Low,Pollinator,Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2004 Robert Sivinski,©2013 Gail Hampshire,,,,,Yes,1,,,Yes,1,,,,,,,,
Hyacinthoides hispanica,Spanish squill,Asparagaceae,,Perennial,Spring,Purple,1-3 ft,Exotic,,Sun;Part Shade;Shade,,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2004 Tony Hammond,©2014 Tony Hammond,,,,,,,,,Yes,1,,,,,,,,
Juncus effusus var. brunneus,Green Rush,Juncaceae,Juncus hesperius,Grass,Summer,,1-3 ft,SF Native,Riparian;wetland,Sun;Part Shade,Sand;Loam,,Moderate,,,,,Sidewalk;Garden,NA,NA,,,©2008 Terrie Schweitzer,©2014C.Michael Hogan,,,,,Yes,1,,,Yes,1,,,,,,,,
Kalanchoe orgyalis,Copper Spoons,Crassulaceae,,Succulent,Winter,Yellow,4-6 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,,,,,Sidewalk;Garden,NA,NA,,,©2009 Zoya Akulova,©2009 Zoya Akulova,,,,,,,,,Yes,1,,,,,,,,
Kalanchoe thyrsiflora,Paddle Plant,Crassulaceae,,Succulent,Spring;Winter,Yellow,1-3 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,,,,,Sidewalk;Garden,NA,NA,,,©2010 Megan Hansen,©2010 Megan Hansen,,,,,,,,,Yes,1,,,,,,,,
Phacelia minor,California bluebell,Boraginaceae,,Annual,Spring,Indigo,1-3 ft,CA Native,,Sun,Loam;Sand,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2007 Debra Hansen,©2009 Barry Breckling,,,,,Yes,1,,,,,,,,,,,,
Calamintha spp.,Calamint,Lamiaceae,,Perennial,Summer,,1-3 ft,Exotic,,Sun;Shade,,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2010 Pixeltoo,©2011 Elizabeth Sellers,,,,,Yes,1,,,,,,,,,,,,
Caryopteris x clandonensis,"Blue Mist, Blue Beard",Lamiaceae,,Perennial,Summer,Blue,1-3 ft,Exotic,,Sun,,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2007 John Brandauer,©2010 pris.sears,,,,,Yes,1,,,,,,,,,,,,
Duranta erecta,Skyflower,Verbenaceae,,Perennial,Summer,purple;white;blue,1-3 ft,Exotic,,Sun;Shade,Loam;Sand;Clay,,Low,Pollinator,Bees,,,Garden,NA,NA,,,©2015 Zoya Akulova,©2010 Moorea Biocode,,,,,Yes,1,,,,,,,,,,,,
Echinacea purpurea,Purple Coneflower,Asteraceae,,Perennial,Summer,pink;purple,1-3 ft,Exotic,,Sun;Shade,Loam;Sand;Clay,,None,Pollinator,Butterflies;bees;birds,,,Garden,NA,NA,,,©2012 Zoya Akulova,©2015 Barry Breckling,,,,,Yes,1,,,,,,,,,,,,
Eriogonum nudum,Naked Buckwheat,Polygonaceae,,Perennial,Summer,white;yellow,1-3 ft,CA Native,Woodland;Chaparral;Grassland,Sun,Loam;Sand,,None,Pollinator,Butterflies;bees,,,Garden,NA,NA,,,©2013 Jean Pawek,©2013 Jean Pawek,,,,,Yes,1,,,,,,,,,,,,
Gaillardia 'Oranges & Lemons',Oranges & Lemons,Asteraceae,,Perennial,Summer,Orange;Yellow,1-3 ft,Exotic,,Sun,Loam;Sand,,None,Pollinator,Butterflies;bees,,,Garden,NA,NA,,,©2006 Sheri Ann Richerson,©2011 FarOutFlora,,,,,Yes,1,,,,,,,,,,,,
Helenium 'Mardi Gras',Mardi Gras,Asteraceae,,Perennial,Summer,Orange;Yellow,1-3 ft,Exotic,,Sun,Loam;Sand;Clay,,Low,Pollinator,hummingbirds;Butterflies;bees,,,Garden,NA,NA,,,©2012 Alwyn Lydell,©2012 Alwyn Lydell,,,,,Yes,1,,,,,,,,,,,,
Madia elegans densiflora,Elegant Madia,Asteraceae,,Annual,Summer,Yellow,1-3 ft,CA Native,Woodland,Sun;Shade,Loam;Sand,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2009 Clarire Woods,©2012 J. Maughn,,,,,Yes,1,,,,,,,,,,,,
Mentha spicata,Spearmint,Lamiaceae,,Perennial,Summer;Fall,White,1-3 ft,Exotic,,,Loam;Sand,,Moderate,Pollinator,Bees,,,Garden,NA,NA,,,©2008 Keir Morse,©2008 Keir Morse,,,,,Yes,1,,,,,,,,,,,,
Monardella odoratissima,Mountain Monardella,Lamiaceae,,Perennial,Summer,White,1-3 ft,CA Native,Woodland,Sun,Loam;Sand,,Low,Pollinator,hummingbirds;Butterflies;bees,,,Garden,NA,NA,,,©2010 Jean Pawek,©2010 Jean Pawek,,,,,Yes,1,,,,,,,,,,,,
Scabiosa atropurpurea,Pincushion flower,Dipsacaceae,,Perennial,Summer,Purple,1-3 ft,Exotic,,Sun,Loam;Sand,,None,Pollinator,Butterflies;bees,,,Garden,NA,NA,,,©2012 Zoya Akulova,©2012 Zoya Akulova,,,,,Yes,1,,,,,,,,,,,,
Eriodictyon californicum,"California yerba santa,  Yerba santa ",Boraginaceae,,Shrub (evergreen),Summer,White;Purple,7-12 ft,CA Native,Chaparral;Foothill Woodland;Yellow Pine Forest;Northern Oak Woodland;Mixed Evergreen Forest;Redwood Forest,Sun,Loam;Sand,,None,Pollinator;Cover;Nesting,Bees,,,Garden,NA,NA,,,©2009 Barry Breckling,©2009 Barry Breckling,,,,,Yes,1,,,,,,,,,,,,
Oemleria cerasiformis,"Indian plum,  Oso berry ",Rosaceae,,Shrub (deciduous),Spring;Summer,White,4-6 ft,SF Native,Coastal scrub,Sun,Loam;Sand,,Low,Fruit;pollinator,,,,Garden,NA,NA,,,©2007 Steve Matson ,©2007 Steve Matson,,,,,Yes,1,,,,,,,,,,,,
Baccharis pilularis 'Twin Peaks',Coyotebrush prostrate form,Asteraceae,,Shrub (evergreen),,,1-3 ft,SF Native,Coastal scrub,Sun,Clay;Loam;Sand;Rock,,None,Buds/greens;Pollinator;Nesting,Bees;Birds;Butterflies;Insects,Yes,1,Garden;Sidewalk;Roof,NA,NA,,,©2008 Ken Gilliland,©2010 Arvind Kumar,,,,,Yes,1,Yes,1,Yes,1,,,,,,,,
Achillea filipendulina,Fernleaf Yarrow,Asteraceae,,Perennial,Summer;Fall,Yellow,1-3 ft,Exotic,,Sun,Clay;Loam;Sand;Rock,,Low,Pollinator,Butterflies,,,Sidewalk;Garden,NA,NA,,,"©2013 Cristina
2013 Cristina",©2012 Cristina,,,,,Yes,1,,,Yes,1,,,,,,,,
Arctotis hybrids,	African Daisy,Asteraceae,,Perennial,Spring;Summer,Pink,< 1 ft,Exotic,,Sun,,,Low,,,,,Garden,NA,NA,,,"©2007 Keth Daly
2007 Keith Daly",©2010 Natalie Tapson,,,,,,,Yes,1,,,,,,,,,,
Festuca amethystina,tufted fescue,Poaceae,,Grass,Summer,Green,1-3 ft,Exotic,,Sun;Part Shade,,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2005 Stan Shebs,"©2014 Carolyn Willitts
2014 Carolyn Willitts",,,,,,,,,Yes,1,,,,,,,,
Cedrela fissilis,"Brazilian Cedarwood  
Brazilian Cedarwood",Meliaceae,,Tree (deciduous),Spring;Summer,Yellow;Green,> 24 ft,Exotic,,Sun;Shade,,,Moderate,Cover;Nesting,,,,Sidewalk,NA,NA,,,©2008 Mauroguanandi,©2009 Mauroguanandi,,,,,,,,,Yes,1,,,,,,,,
Amaryllis belladonna,Naked Lady,Amaryllidaceae,,Perennial,Summer,Pink;Purple,1-3 ft,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2014 Zoya Akulova,"©2009 Erick Lux
2010 Erick Lux",,,,,,,,,Yes,1,,,,,,,,
Sidalcea malviflora,Checkerbloom,Malvaceae,,Perennial,Spring;Summer,Pink,1-3 ft,SF Native ,Grassland/prairie,Sun;Part Shade,clay;loam,,None,Buds/greens;Pollinator,Bees;Butterflies,Yes,1,Garden;Roof,16,NA,Attracts West Coast Painted Lady (Vanessa annabella).,,©2010 Gary A. Monroe (CC BY-NC 3.0),©2010 John J. Kehoe (CC BY 3.0),"2010 Gary A. Monroe (CC BY-NC 3.0)
 2010 Gary A. Monroe (CC BY-NC 3.0)
 ©2010 Gary A. Monroe (CC BY-NC 3.0)
 ©2010 Gary A. Monroe (CC BY-NC 3.0)
 ©2010 Gary A. Monroe (CC BY-NC 3.0)",©2011 Jean Pawek ,,,Yes,1,,,,,,,,,,,,
Erysimum  'Bowles Mauve',Bowles Mauve Wallflower,Brassicaceae,,Perennial,Spring;Summer;Fall,Purple,4-6 ft,Exotic,,Sun,Sand;Loam,,Low,Pollinator,Butterflies;birds,,,Sidewalk;Garden,NA,NA,,,"©2012 Leonora Enking
2012 Leonora (Ellie) Enking","©2012 Leonora Enking
2012 Leonora (Ellie) Enking",,,,,,,Yes,1,Yes,1,,,,,,,,
Phlomis fruticosa,	Jerusalem Sage,Lamiaceae,,Shrub (evergreen),Spring;Summer,Yellow,4-6 ft,Exotic,,Sun,,,Low,,,,,Sidewalk;Garden,NA,NA,,,"©2006 Hans Hillewaert
2006 Hans Hillewaert",©2014 Kenneth,,,,,,,Yes,1,Yes,1,,,,,,,,
Pelargonium peltatum,Ivy Geranium,Geraniaceae,,Perennial,Spring;Summer;Fall;Winter,Purple;Pink;Red;White,1-3 ft,Exotic,,Sun;Part Shade,Sand;Loam,,None,,,,,Sidewalk;Garden,NA,NA,,,"©2009 DowianA
2009 DowianA
2009 DowianA",©2015 Jon Sullivan,,,,,,,,,Yes,1,,,,,,,,
Grevillea robusta,Silk oak,Proteaceae,,Tree (evergreen),Summer,Yellow,Full Grown Tree,Exotic,,Sun,Clay;Loam;Sand,,Low,Cover;Nesting,Birds,Yes,1,Garden,NA,NA,,,"©2016 Zoya Akulova 
©2016 Zoya Akulova","© 2016 Zoya Akulova
© 2016 Zoya Akulova 
©2016 Zoya Akulova
©2016 Zoya Akulova
©2016 Zoya Akulova",,,,,,,,,,,,,,,,,,
Acer circinatum,Vine maple tree,Sapindaceae,,Tree (evergreen),Spring,White;Red;Green;Purple,Full Grown Tree,CA Native,Riparian;Wetland;Woodland,Part shade;Shade,Loam,,Moderate,Cover;Nesting,Birds,Yes,1,Garden,NA,NA,,,"©2009 Debbie Ballentine
2009 Debbie Ballentine
2009 Debbie Ballentine",©2011 Phillip,,,,,,,,,,,,,,,,,,
Pleuropogon californicus,semaphore grass,Poaceae,,Grass,Spring;Summer,,1-3 ft,SF Native,Wetland;Woodland;Riparian,Sun;Shade,Clay;Loam,,Moderate,,,Yes,1,Garden,NA,NA,,,"©2009 Jason Krantz
2009 Jason Krantz",©2011 Zoya Akulova,,,,,Yes,1,,,,,,,,,,,,
Arctostaphylos 'Emerald Carpet',Emerald Carpet,Ericaceae,,Shrub (evergreen),Spring;Winter,White,1-3 ft,CA Native,,Sun;Part Shade,Loam;Sand,,None,,,Yes,1,Garden,NA,NA,,,"©2010 Pluckytree
2010 pLuckytree 
2010 pLuckytree","©2010 Pluckytree 
2010 pLuckytree 
2010 pLuckytree",,,,,Yes,1,Yes,1,,,,,,,,,,
Ceiba speciosa-Chorisia speciosa,Silk Floss Tree,Bombacaceae, Chorisia speciosa,Tree (deciduous),Winter,Pink;White,> 24 ft,Exotic,,Sun,Clay;Loam;Sand,,Low,Cover;Nesting,,,,Sidewalk,NA,NA,,,©2015 Forest and Kim Starr,"©2010 Erick Lux
©2010 Erick Lux",,,,,,,,,Yes,1,,,,,,,,
Cistus x skanbergii,Pink rockrose,Cistaceae,,Shrub (evergreen),Spring,Pink,1-3 ft,Exotic,,Sun,Sand;Loam,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2005 Eric Hunt,"©2015 Lazaregagndize
2015 Lazaregagnidze
2015 Lazaregagnidze
2015 Lazaregagnidze
2015 Lazaregagnidze
2015 Lazaregagnidze
2015 Lazaregagnidze
2015 Lazaregagnidze
2015 Lazaregagnidze
2015 Lazaregagnidze
2015 Lazaregagnidze
2015 Lazaregagnidze",,,"
2015 Lazaregagnidze",,,,,,Yes,1,,,,,,,,
Pelargonium graveolens,"Scented Geranium
  Scented Geranium",Geraniaceae,,Perennial,Spring,Pink,1-3 ft,Exotic,,Sun,Loam;Sand;Clay,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2013 Sean O'Hara,©2011 Forest and Kim Starr,,,,,Yes,1,,,,,,,,,,,,
Euphorbia myrsinites,Myrtle Spurge,Euphorbiaceae,,Succulent,Spring;Winter,Green;Yellow,< 1 ft,Exotic,,Sun;Part Shade,,,Low,,,,,Sidewalk;Garden,NA,NA,,,©2013 FarOutFlora,"©2014 Lotus Johnson
2014 Lotus Johnson",,,,,,,,,Yes,1,,,,,,,,
Phacelia campanularia,"CA. Desert Bluebells
Bluebells",Boraginaceae,,Annual,Spring,Blue,1-3 ft,CA Native,Chaparral,Sun,Loam;Sand,,None,Pollinator,Bees,,,Garden,NA,NA,,,©2010 Steven Thorsted,©2010 Steven Thorsted,,,,,Yes,1,,,,,,,,,,,,
Lavandula x. intermedia 'Grosso',Purple Lavander,Lamiaceae,,Shrub (evergreen),Summer;Fall,Indigo,1-3 ft,Exotic,,Sun,Clay;Loam;Sand,,None,Pollinator,Butterflies;Bees;Hummingbirds,,,Sidewalk;Garden,NA,NA,,,©2014 Couleur Lavande,"©2009American College of Heathcare Sciences
2009 American College of Heathcare Sciences",,,,,Yes,1,,,Yes,1,,,,,,,,
Populus fremontii,Fremont's Cottonwood,Salicaceae,,Shrub (deciduous),Spring,White,Full Grown Tree,CA Native,,Sun,Loam;Sand,,Moderate,Cover;Nesting,butterflies;birds;bees,Yes,1,Garden,NA,NA,,,"©2014 Bri Weldon
2014 Bri Weldon
2014 Bri Weldon
2014 Bri Weldon","©2014 Bri Weldon
2014 Bri Weldon
2014 Bri Weldon
2014 Bri Weldon",,,,,Yes,1,,,,,,,,,,,,
Dietes spp.,fortnight lily,Iridaceae,,Perennial,Spring;Summer;Fall,,1-3 ft,Exotic,,Sun;Part Shade,Clay;Loam,,Low,,,Yes,1,Garden,NA,NA,,,©2012 Zoya Akulova,"© 2008 Elizabeth Donoghue
2008 Elizabeth Donoghue  
2008 Elizabeth Donoghue
2008 Elizabeth Donoghue",,,"bicolor, iridioides",,,,Yes,1,,,,,,,,,,
Daphne odora,Winter Daphne,Thymelaeaceae,,Shrub (evergreen),,Pink,4-6 ft,Exotic,,Part Shade,,,Low,,,,,Sidewalk;Garden,NA,NA,All parts of this species are toxic and may be fatal if ingested.,,©2010 Henry Figueroa," ©2010 Bri Weldon
   2010 Bri Weldon
2010 Bri Weldon",,,,,,,Yes,1,Yes,1,,,,,,,,
